URL,Title,Content,care_virtue,care_vice,fairness_virtue,fairness_vice,loyalty_virtue,loyalty_vice,authority_virtue,authority_vice,sanctity_virtue,sanctity_vice,max_score,max_label,max time
https://www.scu.edu/ethics/focus-areas/business-ethics/resources/silicon-valley-business-ethics-cases/cultural-barriers.html,Cultural Barriers - When Equality Compromises Efficiency,"Ralph was a sales representative of a small but fast-growing mobile and social advertising platform. Working directly with the co-founder, Mike, Ralph was responsible for door-to-door sales, pitching the company's platform that helped clients gain a virtual following of customers. The business owners in the area often spoke English as a second language, making clear communication between the two parties a key concern for Ralph. On one sales call, Ralph approached a small hair salon and secured a contract along with a $100 signup fee. However, the situation soon turned sour, as the hairdresser was furious after learning that she would have to operate the online platform herself, as opposed to the full service deal she thought she had signed. Mike, Ralph's boss, now found himself stuck in tough situation. Ralph claimed that he was blatantly clear what the contract was offering, though mentioned communication was strained due to the language barrier. Under the company's philosophy of putting the customer first, Mike refunded the $100 signup fee and voided the contract. This was not the first time Mike had to refund a contract under these conditions, causing Mike to revisit both the contract and Ralph's sales pitch to ensure that the language was a clear as possible. After this incident, it was clear that adjustments have not made an impact, and the company continued to lose money on negated contracts and time wasted not pursuing interested customers. Mike began to consider redrawing their target areas away from those where English is not the predominantly spoken language, but is concerned that would be an injustice to those potential customers. Should Mike make the decision to work only with English-speaking customers? Is that an ethical solution? Are there any alternatives? ",0.9951770306,0.004105208907,0.846324563,0.8162562251,0.9825665355,0.1762448102,0.9724195004,0.1233275682,0.4342770278,0.9367263913,0.9951770306,care_virtue,10
https://www.scu.edu/ethics/focus-areas/business-ethics/resources/silicon-valley-business-ethics-cases/breaking-the-bro-code.html,Breaking the Bro Code - Sexual Misconduct at the C-Level ,"Arnold is the Chief Operating Officer of a multibillion-dollar public company in Silicon Valley. The staff is predominantly male, and holds quarterly upper management meetings offsite. Arnold attends one of the meetings, along with the company's CEO, CFO, and numerous VPs. The opening speaker is the Vice President of Operations, Jordan Tompkins, who was brought into the organization by the CEO, having been close friends in college. Jordan, who has college-age daughters, starts his presentation by sharing that he was out late the night before ""partying,"" and that he “threw together” his slides. His first slide is a photo of a cheerleader from a local team—in a hot tub. He jokes that he is a big fan of this particular team. He goes on to cover some highlights of the company's recent performance. His last slide, however, is formatted to resemble a motivational poster. Entitled “Opportunity,” it is a photo of an apparently intoxicated college girl lying on the floor wearing only her underwear. Despite the widespread laughter, the consensus was that Jordan had pushed the envelope too far, but no harm, no foul. The CEO covered for Jordan, stating “That's just Jordan being Jordan.” Arnold was the exception, finding Jordan's behavior to be completely out-of-line and deserving of immediate termination. Arnold, being the COO, technically has the power to fire Jordan at any time, but it is clear that he is under the protection of the CEO. What should Arnold do? ",0.9925681353,0.5253922939,0.026398886,0.6165513396,0.9938961864,0.1560375094,0.9949570298,0.07232412696,0.3038406074,0.9004659057,0.9949570298,authority_virtue,15
https://www.scu.edu/ethics/focus-areas/business-ethics/resources/balancing-culture-and-ethics/,Balancing Culture and Ethics,"Ben is a dedicated manager at a prominent multinational company, where he manages teams spread across different countries that ultimately report back to him in California. Ben finds a great deal of fulfillment in his work, particularly when he has the opportunity to travel and visit his team leads around the world. Ben made it a point to immerse himself in the local culture during his business travels, dedicating an extra day or two to learn about the culture before heading into his company's office or factory in whatever location he was at.  On one trip, Ben traveled to Chennai, India, to visit JP, a lead manager in the local operation. Ben asked JP to spend the day with him exploring the area and its traditions, and JP graciously agreed and took Ben on an eye-opening excursion to a nearby village that, like many in rural India, was poor. Ben noticed JP's close connections with the villagers. JP, an esteemed member of the Brahmin caste and an elder at the Hindu temple, was highly respected and considered a leader in the community. Ben was grateful for the warm welcome extended to him by the villagers and appreciated the effort JP put into arranging this visit.  But Ben also found himself in an uncomfortable spot.  JP wanted to take Ben to this particular village not only because he knew the people well, but also because a local Chennai clothing company had recently established a business here and he thought Ben would be interested in this new development. The company had adopted a business model that involved renting looms to families in the village, which enabled them to produce cloth materials and fulfill orders from the company. While the families earned money for the piece work, they also had to pay the rent for the looms.  As Ben observed the process, he couldn't help but notice children as young as ten working at the looms. When visiting one family, Ben and JP met with the parents who told them how this local business was really helping their family. And, as they said that, their two children sat nearby working at the looms.  Ben was cut to the core. He had read about the dangers of child labor and in particular about the way that work on looms can be especially harmful (and how children due to their better eyesight and ability to see subtle distinctions in color are in demand to work on looms). These conditions pose significant risks to children, especially in terms of the potential hazard of diminishing their eyesight and its impact on their overall well-being. It pained him to see these children working while he envisioned his own eight and 11 year-old kids back home (the children in Chennai were about the same age) engaging in such laborious, risky tasks. He would never let his own kids do it. Then again, he thought: I'm not dealing with the circumstances these parents are dealing with.  Ben was aware of how JP spoke very positively about the village and the additional income the children's labor provided for the families. It was also clear that the children's parents didn't object and that the whole village appeared to be on board with this income-producing project.  As Ben's visit to the village came to an end, some of the villagers, including JP, eagerly asked him to share with them his thoughts on the new business development in the village. Did he approve of it?  What should Ben say? Questions to Consider: Please identify what you think are the most significant ethical values at stake in Ben's decision? It will be important to identify these values on all sides of this dilemma. How can Ben navigate this delicate conversation, ensuring his response reflects both his genuine concern for the well-being of the children and his appreciation for the villagers' hopes and aspirations tied to the new business development? Evaluate the ethical implications of the clothing company's business model in the village. Should Ben prioritize the economic benefits it provides to families, or should he focus on the potential exploitation of child labor and the associated risks? Explore the concept of cultural relativism and its relevance in this case. Should Ben approach the situation with an understanding and acceptance of cultural practices, or should he advocate for universal ethical standards, such as the prohibition of child labor?",0.9901325901,0.7222878536,0.02159174221,0.3687599152,0.9909112255,0.1435033754,0.7046990991,0.3966465977,0.3509645114,0.05568383945,0.9909112255,loyalty_virtue,20
https://www.scu.edu/ethics/focus-areas/more-focus-areas/engineering-ethics/engineering-ethics-cases/insurmountable-differences/,Insurmountable Differences,"For over twenty years, Shawn has served as an electronics design lead for a U.S. defense company. One of the few African-American employees, Shawn has had a long-standing reputation with the company as being reliable and technically adept. To demonstrate the high level of trust it invested in him, the company gave Shawn the honor of giving a formal presentations to new-hires and junior professionals on a topic of expertise several times during the year. One day, Shawn was presenting on nanoparticle fabrication techniques and noticed a senior colleague, Cory, in the audience. Shawn remembered that during his first few months at the company, Cory was a design manager. However, after Shawn received a rank promotion less than a year into his employment, he recalled Cory being seemingly unhappy with his success because he started making passing remarks to Shawn like “Isn't it a good day? Affirmation action is alive and well!” As Shawn concluded his presentation and entered into Q&A, Cory questioned Shawn's method of reasoning. Although he was a non-expert on nanoparticle fabrication techniques, Cory contended the mathematical derivations Shawn used to prove his designs were invalid. Shawn attempted to justify his work, explaining his results were based off performing proven repetitions of the derivation, and that the procedure had undergone countless reviews. However, Cory was still unconvinced, persistently claiming that Shawn was wrong. Shawn chose not pursue the argument. After the meeting, Shawn privately confronted Cory, and proceeded to explain the derivations in detail. In response, Cory exclaimed, “So you did know what you were talking about! Don't take it personally, Shawn; I was just making sure so you don't mislead the youngsters.” Was Cory's motive to challenge Shawn during the presentation justified? Should Shawn do anything further with regards to the situation?",0.002193365479,0.00220036204,0.9903173447,0.220344156,0.9876121879,0.025267452,0.9628825784,0.03762007877,0.01549290773,0.009029289708,0.9903173447,fairness_virtue,15
https://www.scu.edu/ethics/focus-areas/more-focus-areas/engineering-ethics/engineering-ethics-cases/apathy-over-anonymity/,Apathy over Anonymity,"Satomi works in a research facility that provides statistical results for the bioengineering firm TechCureCase. She is one of four interns expected to go through hundreds of samples per day. At her first week on the job, her supervisor informs her that all blood samples are to be completely anonymous. No testing can be done if personal information is revealed—meaning, the samples must be properly disposed of if opened, or returned to the physicians if unopened to be re-anonymized. For the first five weeks, most of the new interns follow procedures to check that samples were anonymized before testing occurred. However, one of the interns, Max, failed to verify whether the samples were anonymized. Halfway through the testing, Satomi discovers the non-anonymized samples. She considers whether they should tell their supervisor, but the other interns ask her not to speak up so that they won't get in trouble. One of the interns argues that as long as they remove the information from the non-anonymized samples, the batch would otherwise be fine. Max is hesitant to go to their supervisor as it is his fault, but Satomi can see that neither does he like the idea the other interns are suggesting. What should Satomi do? ",0.002468510065,0.001476538368,0.002529636957,0.003601562697,0.9318919182,0.005330372136,0.06715705246,0.005051025655,0.977612555,0.007851077244,0.977612555,sanctity_virtue,15
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://www.scu.edu/ethics/focus-areas/business-ethics/resources/balancing-culture-and-ethics/,Balancing Culture and Ethics,"Ben is a dedicated manager at a prominent multinational company, where he manages teams spread across different countries that ultimately report back to him in California. Ben finds a great deal of fulfillment in his work, particularly when he has the opportunity to travel and visit his team leads around the world. Ben made it a point to immerse himself in the local culture during his business travels, dedicating an extra day or two to learn about the culture before heading into his company's office or factory in whatever location he was at.  On one trip, Ben traveled to Chennai, India, to visit JP, a lead manager in the local operation. Ben asked JP to spend the day with him exploring the area and its traditions, and JP graciously agreed and took Ben on an eye-opening excursion to a nearby village that, like many in rural India, was poor. Ben noticed JP's close connections with the villagers. JP, an esteemed member of the Brahmin caste and an elder at the Hindu temple, was highly respected and considered a leader in the community. Ben was grateful for the warm welcome extended to him by the villagers and appreciated the effort JP put into arranging this visit.  But Ben also found himself in an uncomfortable spot.  JP wanted to take Ben to this particular village not only because he knew the people well, but also because a local Chennai clothing company had recently established a business here and he thought Ben would be interested in this new development. The company had adopted a business model that involved renting looms to families in the village, which enabled them to produce cloth materials and fulfill orders from the company. While the families earned money for the piece work, they also had to pay the rent for the looms.  As Ben observed the process, he couldn't help but notice children as young as ten working at the looms. When visiting one family, Ben and JP met with the parents who told them how this local business was really helping their family. And, as they said that, their two children sat nearby working at the looms.  Ben was cut to the core. He had read about the dangers of child labor and in particular about the way that work on looms can be especially harmful (and how children due to their better eyesight and ability to see subtle distinctions in color are in demand to work on looms). These conditions pose significant risks to children, especially in terms of the potential hazard of diminishing their eyesight and its impact on their overall well-being. It pained him to see these children working while he envisioned his own eight and 11 year-old kids back home (the children in Chennai were about the same age) engaging in such laborious, risky tasks. He would never let his own kids do it. Then again, he thought: I'm not dealing with the circumstances these parents are dealing with.  Ben was aware of how JP spoke very positively about the village and the additional income the children's labor provided for the families. It was also clear that the children's parents didn't object and that the whole village appeared to be on board with this income-producing project.  As Ben's visit to the village came to an end, some of the villagers, including JP, eagerly asked him to share with them his thoughts on the new business development in the village. Did he approve of it?  What should Ben say? Questions to Consider: Please identify what you think are the most significant ethical values at stake in Ben's decision? It will be important to identify these values on all sides of this dilemma. How can Ben navigate this delicate conversation, ensuring his response reflects both his genuine concern for the well-being of the children and his appreciation for the villagers' hopes and aspirations tied to the new business development? Evaluate the ethical implications of the clothing company's business model in the village. Should Ben prioritize the economic benefits it provides to families, or should he focus on the potential exploitation of child labor and the associated risks? Explore the concept of cultural relativism and its relevance in this case. Should Ben approach the situation with an understanding and acceptance of cultural practices, or should he advocate for universal ethical standards, such as the prohibition of child labor?",0.9901325901,0.7222878536,0.02159174221,0.3687599152,0.9909112255,0.1435033754,0.7046990991,0.3966465977,0.3509645114,0.05568383945,0.9909112255,loyalty_virtue,20
https://www.scu.edu/ethics/focus-areas/business-ethics/resources/silicon-valley-business-ethics-cases/unchartered-territory.html,Silicon Valley Business Ethics,"David Johnson holds a major leadership position within an established biotechnology firm. The firm has successfully pursued wildly innovative research utilizing DNA that has pushed the boundaries of science. Many potential clients - from universities and medical centers to private institutions - expressed a strong interest in the company's technology. Knowing that this technology was both powerful and relatively unregulated by the government, both Johnson and the company were keen to monitor who they sold their products to. The company's solution was to investigate potential clients and only sell to those who demonstrated “bona fide use,” i.e. a legitimate use that would be carried out in good faith. However, determining what was and was not bona fide use proved to be tricky. Some researchers wanted to use the technology to investigate the genes of specific ethnic groups in order to understand common genetic diseases within that group. While this particular project was intended to benefit people, the company was concerned about how that information could potentially be used in the future, not to mention the company's culpability for that use given that its technology was used in the research. The company was concerned that the kind of information the potential customer would have access to could be used to discriminate against people with certain genetic markers, particularly by insurance companies looking to increase rates for clients at a higher risk for illness. At the same time, the investors of the biotech firm expect a return, given the high costs of research and development as well as the amount of risk they took on funding the project. Does the firm have an obligation to self-regulate their product? Are their “bona-fide use” standards sufficient?","0,99006772","0,0114405","0,030289231","0,933168888","0,986735463","0,295673847","0,990647972","0,113112666","0,763666689","0,891680598",0.99006772,care_virtue,15
https://www.scu.edu/ethics/focus-areas/more-focus-areas/engineering-ethics/engineering-ethics-cases/foul-on-the-field/,Foul on the Field,"Holly has been working at a large construction company for three years. Although an intern, Holly has earned the respect of her peers. Her supervisor (and project manager), along with her coworkers, constantly support her by teaching her new materials and encouraging her to tackle new tasks. For one specific project, her supervisor chose her to visit the jobsite for the construction of flood retaining walls. Holly is familiar with the protocol required by her company, and her boss trusts her to always wear protective equipment every time she goes into the field. However, when she went to the job site for this project, she heard someone yell, “Be careful not to break a nail!” while she was walking down a particularly steep mud slope. She dismissed the comment at first, but throughout the remainder of the project, different construction workers would make condescending remarks and gestures at her. They would call her ‘Princess' or hold out their arms as though expecting her to fall, slip, or hurt herself. Holly feels she is being treated disrespectfully because of her gender, but never brings it up to her supervisor as the workers were subcontracted from various companies by the General Contractor. Holly doesn't feel right getting other people in trouble for such little comments, and is worried long term about how her success might be affected if she makes a complaint. Should Holly say something?","0,982808411","0,88709188","0,98376596","0,019949168","0,989198387","0,025193419","0,990772486","0,050161526","0,03042913","0,065920107","0,98376596",fairness_virtue,15
